field_id,camera_id,location_id,phyiscal_field_id,image_id,image_taken_utc,company_name,field_friendly_name,field_species,field_nbr_of_plants,field_crop,field_cultivation_type,field_orientation,field_running_meter,field_plant_date_time_utc,field_destroy_date_time_utc,camera_friendly_name,camera_orientation,camera_nbr_of_plants,url_to_picture,location_description,location_row_nbr,image_annotated,image_quality_type,image_quality_descr,image_visible_gutterwidth,image_default_gutterwidth,corporation_name,date,year,week,hour,number_of_plants_on_image
289D3A18-BD2A-4E8C-8138-E0491B4287C5,E6E552E9-93E4-42E1-999D-6875BC78CCFD,CD2E2353-5AC6-4654-8229-FD5DDAA1F890,B078666B-2019-4B8C-AB81-0246EE87DDCB,302451BE-D044-4F5F-A1BA-E3E24CB258B2,2019-05-23 11:37:13,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/302451BE-D044-4F5F-A1BA-E3E24CB258B2,Afdeling 3,,False,0,None,,,BerryWorld,2019-05-23,2019,21,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,E6E552E9-93E4-42E1-999D-6875BC78CCFD,CD2E2353-5AC6-4654-8229-FD5DDAA1F890,B078666B-2019-4B8C-AB81-0246EE87DDCB,38090971-1392-4408-92E6-AB4638098D7D,2019-05-05 11:37:15,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/38090971-1392-4408-92E6-AB4638098D7D,Afdeling 3,,True,0,None,,,BerryWorld,2019-05-05,2019,18,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,E6E552E9-93E4-42E1-999D-6875BC78CCFD,CD2E2353-5AC6-4654-8229-FD5DDAA1F890,B078666B-2019-4B8C-AB81-0246EE87DDCB,5CD7ACA2-6A7B-4AA7-910A-68F978CDEA07,2019-05-13 11:37:13,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/5CD7ACA2-6A7B-4AA7-910A-68F978CDEA07,Afdeling 3,,False,0,None,,,BerryWorld,2019-05-13,2019,20,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,E6E552E9-93E4-42E1-999D-6875BC78CCFD,CD2E2353-5AC6-4654-8229-FD5DDAA1F890,B078666B-2019-4B8C-AB81-0246EE87DDCB,9C3CA88E-537F-415D-836C-D9D8E4D89B9B,2019-05-24 11:18:58,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/9C3CA88E-537F-415D-836C-D9D8E4D89B9B,Afdeling 3,,True,0,None,,,BerryWorld,2019-05-24,2019,21,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,E6E552E9-93E4-42E1-999D-6875BC78CCFD,CD2E2353-5AC6-4654-8229-FD5DDAA1F890,B078666B-2019-4B8C-AB81-0246EE87DDCB,D3D51257-7630-4531-BBF2-C2394374F060,2019-05-18 11:37:12,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/D3D51257-7630-4531-BBF2-C2394374F060,Afdeling 3,,False,0,None,,,BerryWorld,2019-05-18,2019,20,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,2DA37789-8544-49DB-99F4-9E318E656461,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,37D7B5FB-3A18-448C-B0BA-7CA8369DABC3,2019-05-23 11:57:10,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/37D7B5FB-3A18-448C-B0BA-7CA8369DABC3,Afdeling 1,,False,0,None,,,BerryWorld,2019-05-23,2019,21,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,2DA37789-8544-49DB-99F4-9E318E656461,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,3D406731-2C0E-47B3-829A-D38ADE0AF2A4,2019-04-24 11:57:13,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/3D406731-2C0E-47B3-829A-D38ADE0AF2A4,Afdeling 1,,True,0,None,,,BerryWorld,2019-04-24,2019,17,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,2DA37789-8544-49DB-99F4-9E318E656461,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,8481C744-71FA-4552-80B3-EA3ADE81C770,2019-04-26 11:57:12,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/8481C744-71FA-4552-80B3-EA3ADE81C770,Afdeling 1,,True,0,None,,,BerryWorld,2019-04-26,2019,17,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,2DA37789-8544-49DB-99F4-9E318E656461,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,B62BDBF4-26F4-4123-99E5-C1390C525153,2019-06-01 11:28:59,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/B62BDBF4-26F4-4123-99E5-C1390C525153,Afdeling 1,,True,0,None,,,BerryWorld,2019-06-01,2019,22,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,2DA37789-8544-49DB-99F4-9E318E656461,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,CF7078F7-FF99-419C-B013-B912F6FCCA17,2019-04-15 11:28:00,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/CF7078F7-FF99-419C-B013-B912F6FCCA17,Afdeling 1,,False,0,None,,,BerryWorld,2019-04-15,2019,16,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,C0E8FCF6-F6DF-42EA-B40D-595EF7BFCBCF,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,91BA030C-58F8-46C4-9C35-ADA5A955CA1D,2019-04-16 11:27:53,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/91BA030C-58F8-46C4-9C35-ADA5A955CA1D,Afdeling 1,,True,0,None,,,BerryWorld,2019-04-16,2019,16,11,3.0
289D3A18-BD2A-4E8C-8138-E0491B4287C5,C0E8FCF6-F6DF-42EA-B40D-595EF7BFCBCF,FB30140B-F82A-462C-BF7A-D5447DE0DA15,B078666B-2019-4B8C-AB81-0246EE87DDCB,F4E28714-A26A-4683-92EC-A57F905547C9,2019-05-11 11:57:00,Kwekerij Vermeulen,Kas Heistraat,Elsanta,257250.0,strawberry,Glasshouse,336.0,,2018-08-16,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/F4E28714-A26A-4683-92EC-A57F905547C9,Afdeling 1,,False,0,None,,,BerryWorld,2019-05-11,2019,19,11,3.0
30CF955C-E18A-4F83-8378-6A4D283D1A6D,654022FD-F574-487D-83DB-F5D34D6A82EB,38DCFA67-E163-44F3-9474-BA2DC80458F1,A187EE8F-712C-495A-9A99-F90893FBAEC1,A1B1B27B-2CC6-42A3-8F82-49049B7FBB45,2021-10-09 13:51:46,De Ruwenberg B.V,22 - Kas Ger,Elsanta,254292.0,Strawberry,Glasshouse,80.0,20971.0,2021-08-10,2022-07-01,SCC-V2-79,300.0,6,https://api.yieldcomputer.com/api/images/download/A1B1B27B-2CC6-42A3-8F82-49049B7FBB45,grote kas rechts in het midden,pad 080,True,6,Over exposed,,,BerryWorld,2021-10-09,2021,40,13,6.0
32722416-1E9B-4591-ACB1-6D3E05478C84,0043ACB9-79C7-4116-9CEB-5CBE84F8061B,6D71A069-8EA5-4F0B-AEB6-2D0B93E1E9E5,E0858368-987F-4DED-A27F-D01A77372ADF,A3E2634B-B3BD-4BC8-8ACD-0D9C1ECCA5B6,2019-04-16 11:06:50,Kwekerij Vermeulen,Hoogstraat 100,Elsanta,208000.0,strawberry,Glasshouse,44.0,,2018-08-17,2019-06-15,,,3,https://api.yieldcomputer.com/api/images/download/A3E2634B-B3BD-4BC8-8ACD-0D9C1ECCA5B6,Afdeling 2,,True,0,None,,,BerryWorld,2019-04-16,2019,16,11,3.0
3586A0AD-1A88-4012-A76B-35E97858D45B,6EC84073-5D90-409D-B5B4-3B2ED7F950E1,6FCE89C1-F56B-46AE-9D50-786D474FDC66,529B4858-9103-49DE-97D8-964A1B432CAA,00B0795E-71D8-4D66-A922-04AE9291D49C,2020-04-20 12:05:00,Kwekerij Vermeulen,Den Hout oude kas,Elsanta,88000.0,strawberry,Glasshouse,70.0,8800.0,2019-08-07,2020-07-01,,,3,https://api.yieldcomputer.com/api/images/download/00B0795E-71D8-4D66-A922-04AE9291D49C,Afdeling 1,,False,0,None,,,BerryWorld,2020-04-20,2020,17,12,3.0
3586A0AD-1A88-4012-A76B-35E97858D45B,6EC84073-5D90-409D-B5B4-3B2ED7F950E1,6FCE89C1-F56B-46AE-9D50-786D474FDC66,529B4858-9103-49DE-97D8-964A1B432CAA,103004D3-E4C4-420C-A828-F26428E40D76,2020-05-05 11:05:00,Kwekerij Vermeulen,Den Hout oude kas,Elsanta,88000.0,strawberry,Glasshouse,70.0,8800.0,2019-08-07,2020-07-01,,,3,https://api.yieldcomputer.com/api/images/download/103004D3-E4C4-420C-A828-F26428E40D76,Afdeling 1,,False,0,None,,,BerryWorld,2020-05-05,2020,19,11,3.0
3586A0AD-1A88-4012-A76B-35E97858D45B,6EC84073-5D90-409D-B5B4-3B2ED7F950E1,6FCE89C1-F56B-46AE-9D50-786D474FDC66,529B4858-9103-49DE-97D8-964A1B432CAA,7E514464-CEED-4369-8F7E-81D7DEAE8AC3,2020-05-04 11:05:00,Kwekerij Vermeulen,Den Hout oude kas,Elsanta,88000.0,strawberry,Glasshouse,70.0,8800.0,2019-08-07,2020-07-01,,,3,https://api.yieldcomputer.com/api/images/download/7E514464-CEED-4369-8F7E-81D7DEAE8AC3,Afdeling 1,,False,0,None,,,BerryWorld,2020-05-04,2020,19,11,3.0
3586A0AD-1A88-4012-A76B-35E97858D45B,6EC84073-5D90-409D-B5B4-3B2ED7F950E1,6FCE89C1-F56B-46AE-9D50-786D474FDC66,529B4858-9103-49DE-97D8-964A1B432CAA,858DA9DA-8FEC-4118-9D79-CA8D3A23A066,2020-05-11 07:05:00,Kwekerij Vermeulen,Den Hout oude kas,Elsanta,88000.0,strawberry,Glasshouse,70.0,8800.0,2019-08-07,2020-07-01,,,3,https://api.yieldcomputer.com/api/images/download/858DA9DA-8FEC-4118-9D79-CA8D3A23A066,Afdeling 1,,False,0,None,,,BerryWorld,2020-05-11,2020,20,7,3.0
